Label String,Label Integer
EQUAL,0
group2,1
group2,1
group2,1
group1,2
group2,1
group2,1
group2,1
group2,1
group1,2
group2,1
group2,1
group1,2
group2,1
group2,1
EQUAL,0
group1,2
EQUAL,0
EQUAL,0
group1,2
EQUAL,0
group2,1
group2,1
group2,1
group2,1
group2,1
group2,1
group1,2
group2,1
group1,2
EQUAL,0
group2,1
EQUAL,0
EQUAL,0
group1,2
group3,3
EQUAL,0
group2,1
group2,1
group1,2
EQUAL,0
group2,1
group2,1
group1,2
group1,2
group3,3
group2,1
group2,1
group2,1
group2,1
group2,1
group2,1
group3,3
group2,1
EQUAL,0
group1,2
group2,1
group1,2
EQUAL,0
group2,1
group2,1
group2,1
group2,1
group3,3
group2,1
group2,1
group2,1
group2,1
group2,1
group2,1
EQUAL,0
group2,1
group2,1
group2,1
EQUAL,0
EQUAL,0
EQUAL,0
group2,1
EQUAL,0
EQUAL,0
group2,1
group2,1
group2,1
group1,2
group2,1
group2,1
group2,1
group1,2
group1,2
group1,2
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
group2,1
EQUAL,0
EQUAL,0
group2,1
EQUAL,0
EQUAL,0
group2,1
group2,1
group1,2
group1,2
group2,1
group2,1
group2,1
group1,2
group2,1
EQUAL,0
EQUAL,0
EQUAL,0
group3,3
group2,1
group3,3
group2,1
EQUAL,0
group1,2
group2,1
EQUAL,0
EQUAL,0
group1,2
group2,1
group1,2
EQUAL,0
group2,1
EQUAL,0
group2,1
group2,1
group2,1
group2,1
group1,2
group1,2
group2,1
group2,1
group1,2
group2,1
group2,1
group1,2
group2,1
EQUAL,0
group1,2
group1,2
group2,1
group1,2
group2,1
group1,2
group1,2
group1,2
group2,1
group2,1
group2,1
group1,2
group2,1
group2,1
group1,2
group2,1
group2,1
group2,1
group2,1
group2,1
EQUAL,0
group2,1
EQUAL,0
group1,2
group2,1
group2,1
group2,1
group1,2
group1,2
group1,2
group2,1
group1,2
group1,2
group2,1
group3,3
group2,1
group2,1
group2,1
EQUAL,0
group2,1
group2,1
group3,3
group2,1
group1,2
EQUAL,0
group2,1
group2,1
group2,1
group2,1
group1,2
group1,2
group2,1
group1,2
group2,1
EQUAL,0
EQUAL,0
group2,1
EQUAL,0
group3,3
group1,2
group1,2
group2,1
group2,1
group3,3
EQUAL,0
EQUAL,0
group1,2
group2,1
group1,2
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
group3,3
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
EQUAL,0
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
group1,2
