Label String,Label Integer
SUITE,0
TIE,1
TIE,1
TIE,1
SUITE,0
SUITE,0
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
SUITE,0
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
SUITE,0
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
SUITE,0
SUITE,0
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
RANDOM,2
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
SUITE,0
SUITE,0
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
SUITE,0
TIE,1
SUITE,0
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
RANDOM,2
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
SUITE,0
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
SUITE,0
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
RANDOM,2
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
RANDOM,2
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
SUITE,0
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
RANDOM,2
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
SUITE,0
RANDOM,2
SUITE,0
SUITE,0
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
SUITE,0
SUITE,0
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
SUITE,0
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
SUITE,0
SUITE,0
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
RANDOM,2
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
SUITE,0
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
SUITE,0
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
SUITE,0
SUITE,0
TIE,1
SUITE,0
SUITE,0
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
SUITE,0
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
RANDOM,2
SUITE,0
TIE,1
TIE,1
RANDOM,2
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
TIE,1
